Time (s),Position (m),Velocity (m/s),Acceleration (m/s^2),EMF (V)
0.653,0.013510014705517265,-0.9984119601274463,-11.380931942502007,-3.075827581881159e-05
0.654,0.01251160274538982,-1.0096728704830935,-11.2648375285337,-3.7374995257140256e-05
0.655,0.011501929874906726,-1.0208165050690532,-11.147433706384504,-4.591453861808505e-05
0.656,0.010481113369837673,-1.0318415835439707,-11.028734112771822,-5.7094949465368e-05
0.657,0.009449271786293702,-1.0427468373663107,-10.908752533289965,-7.196741648136111e-05
0.658,0.008406524948927392,-1.0535310097943549,-10.787502901038069,-9.210330551778731e-05
0.659,0.007352993939133037,-1.064192855886204,-10.664999295248029,-0.0001199050619626405
0.66,0.006288801083246833,-1.0747311424997767,-10.541255939912423,-0.00015913474446397477
0.661,0.005214069940747057,-1.0851446482928098,-10.416287202412448,-0.00021583076629829858
0.662,0.004128925292454247,-1.095432163722858,-10.290107592145842,-0.00029991939626103256
0.663,0.0030334931287313892,-1.105592491047294,-10.162731759154813,-0.0004280384076840209
0.664,0.0019279006376840952,-1.11562444432331,-10.034174492753966,-0.0006282662787953009
0.665,0.0008122761933607851,-1.1255268494079154,-9.90445072015823,-0.0009467936395029507
0.666,-0.0003132506560471304,-1.1352985439579366,-9.7735755051108,-0.0014514712066557652
0.667,-0.0014485492000050671,-1.1449383774300208,-9.64156404651104,-0.002206634935991862
0.668,-0.002593487577435088,-1.154445211080631,-9.508431677042433,-0.003152699328651572
0.669,-0.0037479327885157187,-1.1638179179660495,-9.374193861800498,-0.003894664341903587
0.67,-0.004911750706481768,-1.173055382942377,-9.238866196920725,-0.0038479781341695506
0.671,-0.006084806089424145,-1.1821565026655314,-9.102464408206496,-0.002977229970367422
0.672,-0.007266962592089676,-1.19112018559125,-8.965004349757015,-0.0018309026788407628
0.673,-0.008458082777680925,-1.1999453519750871,-8.826502002595241,-0.00078612966792917
0.674,-0.009658028129656012,-1.2086320551767287,-8.686973473295813,0.0001520212253262869
0.675,-0.010866660184832741,-1.2171805044559707,-8.54643486222875,0.0011424777225888427
0.676,-0.012083840689288711,-1.2255895264157204,-8.404902245431547,0.00232497916811712
0.677,-0.013309430215704432,-1.2338579672851806,-8.262391835383205,0.0035719885304043436
0.678,-0.014543288182989613,-1.2419846959244185,-8.118919978722138,0.0042578769034100385
0.679,-0.01578527287891403,-1.249968603824365,-7.974503153614648,0.003856364219541852
0.68,-0.017035241482738397,-1.2578086051068147,-7.829157967123443,0.0028034017697594507
0.681,-0.018293050087845212,-1.2655036365244272,-7.682901152576139,0.0018150235071152045
0.682,-0.01955855372436964,-1.2730526574607257,-7.535749566933763,0.001137784401182061
0.683,-0.020831606381830365,-1.2804546499300973,-7.3877201881592605,0.0007211874891788244
0.684,-0.02211206103176046,-1.287708618577793,-7.238830112585994,0.00046994172244005594
0.685,-0.023399769650338253,-1.2948135906799287,-7.08909655228625,0.00031603938633828493
0.686,-0.02469458324101818,-1.3017686161434838,-6.938536832439747,0.00021910280514241692
0.687,-0.025996351857161665,-1.308572767506302,-6.787168388702133,0.00015615262326399722
0.6880000000000001,-0.027304924624667968,-1.3152251399370902,-6.635008764573492,0.00011404993646755184
0.6890000000000001,-0.028620149764605057,-1.3217248512354207,-6.482075608766853,8.511701851633945e-05
0.6900000000000001,-0.02994187461584048,-1.3280710418317294,-6.328386672576689,6.474287175400652e-05
0.6910000000000001,-0.03126994565767221,-1.3342628747873158,-6.173959807247416,5.007894119097582e-05
0.6920000000000001,-0.032604208532459523,-1.3402995357943437,-6.018812961341916,3.931702030093015e-05
0.6930000000000001,-0.033944508068253866,-1.3461802331758415,-5.8629641781100155,3.127986870381863e-05
0.6940000000000001,-0.03529068830142971,-1.351904197885701,-5.706431592857011,2.5183000230116537e-05
0.6950000000000001,-0.03664259249931541,-1.3574706835086783,-5.549233430312162,2.049242615141602e-05
0.6960000000000001,-0.03800006318282409,-1.3628789662603937,-5.391388001997199,1.6837561652612007e-05
0.6970000000000001,-0.039362942149084486,-1.3681283449873316,-5.232913703594828,1.3956643991963898e-05
0.6980000000000001,-0.04073107049407182,-1.37321814116684,-5.073829012317231,1.1661774139177035e-05
0.6990000000000001,-0.04210428863523866,-1.3781476989071317,-4.914152484274575,9.816071656626793e-06
0.7000000000000001,-0.04348243633414579,-1.3829163849472832,-4.753902751843514,8.318465350944604e-06
0.7010000000000001,-0.04486535271909307,-1.3875235886572346,-4.59309852103569,7.093392099354155e-06
0.7020000000000001,-0.0462528763077503,-1.391968722037791,-4.431758568866244,6.083708293244842e-06
0.7030000000000001,-0.047644845029788094,-1.396251219720621,-4.2699017407223145,5.245739771391364e-06
0.704,-0.04904109624950871,-1.4003705389682568,-4.107546947731546,4.5457776789630446e-06
0.705,-0.05044146678847697,-1.4043261596740964,-3.9447131641305857,3.957566300655091e-06
0.706,-0.051845792948151066,-1.4081175843623999,-3.7814194246335964,3.4604807149302284e-06
0.707,-0.053253910532513465,-1.4117443381882928,-3.617684821800759,3.0381902501453784e-06
0.708,-0.054665654870701755,-1.4152059689377638,-3.453528503406773,2.6776681256683095e-06
0.709,-0.05608086083963952,-1.4185020470276661,-3.2889696698093576,2.368450526895284e-06
0.71,-0.05749936288666719,-1.4216321655057171,-3.124027571317768,2.1020772740380323e-06
0.711,-0.05892099505217291,-1.424595940050498,-2.9587215055612894,1.871665987990376e-06
0.712,-0.060345590992223405,-1.427393008971454,-2.7930708148577432,1.6715852975223827e-06
0.713,-0.06177298400119486,-1.4300230332088948,-2.6270948835819925,1.4972021615734078e-06
0.714,-0.06320300703440375,-1.4324856963339938,-2.460813135534448,1.344685106777669e-06
0.715,-0.06463549273073774,-1.4347807045487886,-2.294245031309565,1.2108499753945274e-06
0.716,-0.06607027343528653,-1.4369077866861808,-2.127410065664357,1.0930382283932888e-06
0.717,-0.0675071812219727,-1.4388666942099364,-1.960327764886895,9.890203526245527e-07
0.718,-0.06894604791618264,-1.4406572012146848,-1.7930176841648091,8.969187533694626e-07
0.719,-0.07038670511739732,-1.389184693217845,-1.6254994049537999,8.151458656608364e-07
0.72,-0.07177588981061517,-1.321161134023471,-1.4639663010912594,7.160203863720146e-07
0.721,-0.07309705094463864,-1.2527830382168366,-1.3103429134141111,6.239401779259042e-07
0.722,-0.07434983398285548,-1.184082474674841,-1.1646704671098271,5.454373380484363e-07
0.723,-0.07553391645753033,-1.1150916403264761,-1.026986458426706,4.78031053665505e-07
0.724,-0.0766490080978568,-1.0458428454709716,-0.897324639784093,4.1975016919902745e-07
0.725,-0.07769485094332777,-0.9763684990448341,-0.7757150065897932,3.690151021588564e-07
0.726,-0.07867121944237261,-0.9067010938421327,-0.6621837857706265,3.2454967392330626e-07
0.727,-0.07957792053621475,-0.8368731916923847,-0.5567534260215401,2.853146201408955e-07
0.728,-0.08041479372790714,-0.7669174086004424,-0.45944258977823904,2.5045697461252215e-07
0.729,-0.08118171113650757,-0.6968663998527517,-0.37026614691772375,2.192711865099841e-07
0.73,-0.08187857753636033,-0.6267528450944225,-0.28923517019066014,1.9116898710910628e-07
0.731,-0.08250533038145474,-0.5566094333815319,-0.21635693238898282,1.656558334547216e-07
0.732,-0.08306193981483628,-0.48646884821310377,-0.1516349052515946,1.4231233135248518e-07
0.733,-0.08354840866304938,-0.41636375254725133,-0.09506876011053701,1.2077945159181376e-07
0.734,-0.08396477241559663,-0.3463267738059475,-0.04665437027946082,1.0074665049735699e-07
0.735,-0.08431109918940258,-0.27639048887292944,-0.006383815185745766,8.19422214316955e-08
0.736,-0.08458748967827551,-0.20658740908926732,0.025754613752966334,6.412536249168619e-08
0.737,-0.08479407708736478,-0.13694996525111658,0.04977640550753203,4.707956137692306e-08
0.738,-0.08493102705261589,-0.06751049261421965,0.06570082007161585,3.060698433734504e-08
0.739,-0.08499853754523011,-0.0,0.0735508773523391,1.4523618684649289e-08
0.74,-0.08499853754523011,-0.0,0.0735508773523391,-9.538052091687211e-10
0.741,-0.08499853754523011,-0.0,0.0735508773523391,-8.632624789945137e-10
0.742,-0.08499853754523011,-0.0,0.0735508773523391,-7.72631089436694e-10
0.743,-0.08499853754523011,-0.0,0.0735508773523391,-6.819203204550561e-10
0.744,-0.08499853754523011,-0.0,0.0735508773523391,-5.911394721040926e-10
0.745,-0.08499853754523011,-0.0,0.0735508773523391,-5.002978544802689e-10
0.746,-0.08499853754523011,-0.0,0.0735508773523391,-4.0940479275045364e-10
0.747,-0.08499853754523011,-0.0,0.0735508773523391,-3.1846962881951565e-10
0.748,-0.08499853754523011,-0.0,0.0735508773523391,-2.2750171296669987e-10
0.749,-0.08499853754523011,-0.0,0.0735508773523391,-1.3651039044695643e-10
0.75,-0.08499853754523011,-0.0,0.0735508773523391,-4.55050215831574e-11
0.751,-0.08499853754523011,-0.0,0.0735508773523391,4.55050215831574e-11
0.752,-0.08499853754523011,-0.0,0.0735508773523391,1.3651039044695643e-10
0.753,-0.08499853754523011,-0.0,0.0735508773523391,2.2750171296669987e-10
0.754,-0.08499853754523011,-0.0,0.0735508773523391,3.1846962881951565e-10
0.755,-0.08499853754523011,-0.0,0.0735508773523391,4.0940479275045364e-10
0.756,-0.08499853754523011,-0.0,0.0735508773523391,5.002978544802689e-10
0.757,-0.08499853754523011,-0.0,0.0735508773523391,5.911394721040926e-10
0.758,-0.08499853754523011,-0.0,0.0735508773523391,6.819203204550561e-10
0.759,-0.08499853754523011,-0.0,0.0735508773523391,7.72631089436694e-10
0.76,-0.08499853754523011,-0.0,0.0735508773523391,8.632624789945137e-10
0.761,-0.08499853754523011,-0.0,0.0735508773523391,9.538052091687211e-10
0.762,-0.08499853754523011,-0.0,0.0735508773523391,1.044250018409254e-09
0.763,-0.08499853754523011,-0.0,0.0735508773523391,1.1345876702866978e-09
0.764,-0.08499853754523011,-0.0,0.0735508773523391,1.224808943432116e-09
0.765,-0.08499853754523011,-0.0,0.0735508773523391,1.3149046432664697e-09
0.766,-0.08499853754523011,-0.0,0.0735508773523391,1.404865612041765e-09
0.767,-0.08499853754523011,-0.0,0.0735508773523391,1.494682713776438e-09
0.768,-0.08499853754523011,-0.0,0.0735508773523391,1.5843468459665782e-09
0.769,-0.08499853754523011,-0.0,0.0735508773523391,1.6738489295588465e-09
0.77,-0.08499853754523011,-0.0,0.0735508773523391,1.7631799440791794e-09
0.771,-0.08499853754523011,-0.0,0.0735508773523391,1.8523308757660849e-09
0.772,-0.08499853754523011,-0.0,0.0735508773523391,1.9412927694447916e-09
0.773,-0.08499853754523011,-0.0,0.0735508773523391,2.0300567151434673e-09
0.774,-0.08499853754523011,-0.0,0.0735508773523391,2.118613826337541e-09
0.775,-0.08499853754523011,-0.0,0.0735508773523391,2.2069552717374286e-09
0.776,-0.08499853754523011,-0.0,0.0735508773523391,2.2950722719632635e-09
0.777,-0.08499853754523011,-0.0,0.0735508773523391,2.3829560878105153e-09
0.778,-0.08499853754523011,-0.0,0.0735508773523391,2.470598031977755e-09
0.779,-0.08499853754523011,-0.0,0.0735508773523391,2.5579894623582215e-09
0.78,-0.08499853754523011,-0.0,0.0735508773523391,2.6451218088470885e-09
0.781,-0.08499853754523011,-0.0,0.0735508773523391,2.731986529789582e-09
0.782,-0.08499853754523011,-0.0,0.0735508773523391,2.8185751772918488e-09
0.783,-0.08499853754523011,-0.0,0.0735508773523391,2.9048793201963812e-09
0.784,-0.08499853754523011,-0.0,0.0735508773523391,2.990890612732218e-09
0.785,-0.08499853754523011,-0.0,0.0735508773523391,3.0766007744227257e-09
0.786,-0.08499853754523011,-0.0,0.0735508773523391,3.1620015750127164e-09
0.787,-0.08499853754523011,-0.0,0.0735508773523391,3.2470848545647973e-09
0.788,-0.08499853754523011,-0.0,0.0735508773523391,3.3318425150825147e-09
0.789,-0.08499853754523011,-0.0,0.0735508773523391,3.4162665489827374e-09
0.79,-0.08499853754523011,-0.0,0.0735508773523391,3.5003489905269195e-09
0.791,-0.08499853754523011,-0.0,0.0735508773523391,3.584081949323571e-09
0.792,-0.08499853754523011,-0.0,0.0735508773523391,3.667457632078143e-09
0.793,-0.08499853754523011,-0.0,0.0735508773523391,3.750468295718357e-09
0.794,-0.08499853754523011,-0.0,0.0735508773523391,3.833106282565926e-09
0.795,-0.08499853754523011,-0.0,0.0735508773523391,3.9153640136190185e-09
0.796,-0.08499853754523011,-0.0,0.0735508773523391,3.997233976842693e-09
0.797,-0.08499853754523011,-0.0,0.0735508773523391,4.078708755640451e-09
0.798,-0.08499853754523011,-0.0,0.0735508773523391,4.159781007067129e-09
0.799,-0.08499853754523011,-0.0,0.0735508773523391,4.2404434769166715e-09
0.8,-0.08499853754523011,-0.0,0.0735508773523391,4.3206889812925515e-09
0.801,-0.08499853754523011,-0.0,0.0735508773523391,4.40051043843271e-09
0.802,-0.08499853754523011,-0.0,0.0735508773523391,4.479900835203783e-09
0.803,-0.08499853754523011,-0.0,0.0735508773523391,4.558853263956133e-09
0.804,-0.08499853754523011,-0.0,0.0735508773523391,4.637360892374768e-09
0.805,-0.08499853754523011,-0.0,0.0735508773523391,4.715416990262628e-09
0.806,-0.08499853754523011,-0.0,0.0735508773523391,4.793014904448052e-09
0.807,-0.08499853754523011,-0.0,0.0735508773523391,4.870148078849708e-09
0.808,-0.08499853754523011,-0.0,0.0735508773523391,4.94681005282057e-09
0.809,-0.08499853754523011,-0.0,0.0735508773523391,5.022994464488905e-09
0.81,-0.08499853754523011,-0.0,0.0735508773523391,5.098695035689521e-09
0.811,-0.08499853754523011,-0.0,0.0735508773523391,5.173905588711693e-09
0.812,-0.08499853754523011,-0.0,0.0735508773523391,5.24862004294495e-09
0.8130000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.32283241822915e-09
0.8140000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.396536824808376e-09
0.8150000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.469727485100672e-09
0.8160000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.5423987152725986e-09
0.8170000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.614544911858757e-09
0.8180000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.6861606120169345e-09
0.8190000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.757240424895273e-09
0.8200000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.827779073492574e-09
0.8210000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.897771384601433e-09
0.8220000000000001,-0.08499853754523011,-0.0,0.0735508773523391,5.9672122804421396e-09
0.8230000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.0360967970790214e-09
0.8240000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.104420072705915e-09
0.8250000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.172177344286989e-09
0.8260000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.239363969329782e-09
0.8270000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.3059753907267296e-09
0.8280000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.372007180278918e-09
0.8290000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.437455000192485e-09
0.8300000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.502314621499105e-09
0.8310000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.566581925722756e-09
0.8320000000000001,-0.08499853754523011,-0.0,0.0735508773523391,6.630252916602525e-09
0.833,-0.08499853754523011,-0.0,0.0735508773523391,6.693323669869424e-09
0.834,-0.08499853754523011,-0.0,0.0735508773523391,6.755790403555511e-09
0.835,-0.08499853754523011,-0.0,0.0735508773523391,6.817649426102353e-09
0.836,-0.08499853754523011,-0.0,0.0735508773523391,6.87889715979341e-09
0.837,-0.08499853754523011,-0.0,0.0735508773523391,6.939530137410156e-09
0.838,-0.08499853754523011,-0.0,0.0735508773523391,6.9995449838091906e-09
0.839,-0.08499853754523011,-0.0,0.0735508773523391,7.058938461134283e-09
0.84,-0.08499853754523011,-0.0,0.0735508773523391,7.117707408538887e-09
0.841,-0.08499853754523011,-0.0,0.0735508773523391,7.175848795762634e-09
0.842,-0.08499853754523011,-0.0,0.0735508773523391,7.2333596929963145e-09
0.843,-0.08499853754523011,-0.0,0.0735508773523391,7.290237275903692e-09
0.844,-0.08499853754523011,-0.0,0.0735508773523391,7.3464788256215014e-09
0.845,-0.08499853754523011,-0.0,0.0735508773523391,7.4020817421523335e-09
0.846,-0.08499853754523011,-0.0,0.0735508773523391,7.457043529299191e-09
0.847,-0.08499853754523011,-0.0,0.0735508773523391,7.511361784618556e-09
0.848,-0.08499853754523011,-0.0,0.0735508773523391,7.56503422620615e-09
0.849,-0.08499853754523011,-0.0,0.0735508773523391,7.618058680980748e-09
0.85,-0.08499853754523011,-0.0,0.0735508773523391,7.670433067942046e-09
0.851,-0.08499853754523011,-0.0,0.0735508773523391,7.722155431649136e-09
0.852,-0.08499853754523011,-0.0,0.0735508773523391,7.773223897025018e-09
0.853,-0.08499853754523011,-0.0,0.0735508773523391,7.823636717903827e-09
0.854,-0.08499853754523011,-0.0,0.0735508773523391,7.873392245220776e-09
0.855,-0.08499853754523011,-0.0,0.0735508773523391,7.92248892199034e-09
0.856,-0.08499853754523011,-0.0,0.0735508773523391,7.970925311770373e-09
0.857,-0.08499853754523011,-0.0,0.0735508773523391,8.018700078567405e-09
0.858,-0.08499853754523011,-0.0,0.0735508773523391,8.065811981814832e-09
0.859,-0.08499853754523011,-0.0,0.0735508773523391,8.112259886422328e-09
0.86,-0.08499853754523011,-0.0,0.0735508773523391,8.15804275440065e-09
0.861,-0.08499853754523011,-0.0,0.0735508773523391,8.203159664950535e-09
0.862,-0.08499853754523011,-0.0,0.0735508773523391,8.24760977931167e-09
0.863,-0.08499853754523011,-0.0,0.0735508773523391,8.291392365866793e-09
0.864,-0.08499853754523011,-0.0,0.0735508773523391,8.334506793451452e-09
0.865,-0.08499853754523011,-0.0,0.0735508773523391,8.376952531354012e-09
0.866,-0.08499853754523011,-0.0,0.0735508773523391,8.418729135913668e-09
0.867,-0.08499853754523011,-0.0,0.0735508773523391,8.459836273972678e-09
0.868,-0.08499853754523011,-0.0,0.0735508773523391,8.500273696076528e-09
0.869,-0.08499853754523011,-0.0,0.0735508773523391,8.540041263270457e-09
0.87,-0.08499853754523011,-0.0,0.0735508773523391,8.57913891025848e-09
0.871,-0.08499853754523011,-0.0,0.0735508773523391,8.617566688943701e-09
0.872,-0.08499853754523011,-0.0,0.0735508773523391,8.655324734932454e-09
0.873,-0.08499853754523011,-0.0,0.0735508773523391,8.692413257496471e-09
0.874,-0.08499853754523011,0.0,0.0735508773523391,8.728832591471847e-09
0.875,-0.08499853754523011,0.0,0.0735508773523391,8.76458313698735e-09
0.876,-0.08499853754523011,0.0,0.0735508773523391,8.799665389598614e-09
0.877,-0.08499853754523011,0.0,0.0735508773523391,8.834079943639045e-09
0.878,-0.08499853754523011,0.0,0.0735508773523391,8.867827465429924e-09
0.879,-0.08499853754523011,0.0,0.0735508773523391,8.900908711700062e-09
0.88,-0.08499853754523011,0.0,0.0735508773523391,8.933324539628604e-09
0.881,-0.08499853754523011,0.0,0.0735508773523391,8.965075878381743e-09
0.882,-0.08499853754523011,0.0,0.0735508773523391,8.996163732467761e-09
0.883,-0.08499853754523011,0.0,0.0735508773523391,9.026589210190394e-09
0.884,-0.08499853754523011,0.0,0.0735508773523391,9.056353491844557e-09
0.885,-0.08499853754523011,0.0,0.0735508773523391,9.085457829715524e-09
0.886,-0.08499853754523011,0.0,0.0735508773523391,9.113903576536419e-09
0.887,-0.08499853754523011,0.0,0.0735508773523391,9.14169213527008e-09
0.888,-0.08499853754523011,0.0,0.0735508773523391,9.168825017694955e-09
0.889,-0.08499853754523011,0.0,0.0735508773523391,9.195303794191931e-09
0.89,-0.08499853754523011,0.0,0.0735508773523391,9.221130108799847e-09
0.891,-0.08499853754523011,0.0,0.0735508773523391,9.246305689273182e-09
0.892,-0.08499853754523011,0.0,0.0735508773523391,9.270832331999244e-09
0.893,-0.08499853754523011,0.0,0.0735508773523391,9.294711908710744e-09
0.894,-0.08499853754523011,0.0,0.0735508773523391,9.317946356429756e-09
0.895,-0.08499853754523011,0.0,0.0735508773523391,9.340537687516312e-09
0.896,-0.08499853754523011,0.0,0.0735508773523391,9.362487991342612e-09
0.897,-0.08499853754523011,0.0,0.0735508773523391,9.383799397464464e-09
0.898,-0.08499853754523011,0.0,0.0735508773523391,9.40447413755643e-09
0.899,-0.08499853754523011,0.0,0.0735508773523391,9.424514478455695e-09
0.9,-0.08499853754523011,0.0,0.0735508773523391,9.443922779076223e-09
0.901,-0.08499853754523011,0.0,0.0735508773523391,9.462701436840549e-09
0.902,-0.08499853754523011,0.0,0.0735508773523391,9.480852926182546e-09
0.903,-0.08499853754523011,0.0,0.0735508773523391,9.498379781804469e-09
0.904,-0.08499853754523011,0.0,0.0735508773523391,9.515284585287378e-09
0.905,-0.08499853754523011,0.0,0.0735508773523391,9.531570000247144e-09
0.906,-0.08499853754523011,0.0,0.0735508773523391,9.547238722109697e-09
0.907,-0.08499853754523011,0.0,0.0735508773523391,9.562293523308998e-09
0.908,-0.08499853754523011,0.0,0.0735508773523391,9.576737219812697e-09
0.909,-0.08499853754523011,0.0,0.0735508773523391,9.59057268618344e-09
0.91,-0.08499853754523011,0.0,0.0735508773523391,9.603802853901338e-09
0.911,-0.08499853754523011,0.0,0.0735508773523391,9.616430691286651e-09
0.912,-0.08499853754523011,0.0,0.0735508773523391,9.628459233617425e-09
0.913,-0.08499853754523011,0.0,0.0735508773523391,9.639891564730517e-09
0.914,-0.08499853754523011,0.0,0.0735508773523391,9.650730798594491e-09
0.915,-0.08499853754523011,0.0,0.0735508773523391,9.660980121167443e-09
0.916,-0.08499853754523011,0.0,0.0735508773523391,9.670642748543309e-09
0.917,-0.08499853754523011,0.0,0.0735508773523391,9.67972194536574e-09
0.918,-0.08499853754523011,0.0,0.0735508773523391,9.68822102148546e-09
0.919,-0.08499853754523011,0.0,0.0735508773523391,9.696143323578448e-09
0.92,-0.08499853754523011,0.0,0.0735508773523391,9.70349225357552e-09
0.921,-0.08499853754523011,0.0,0.0735508773523391,9.710271238514076e-09
0.922,-0.08499853754523011,0.0,0.0735508773523391,9.716483753987022e-09
0.923,-0.08499853754523011,0.0,0.0735508773523391,9.722133304045584e-09
0.924,-0.08499853754523011,0.0,0.0735508773523391,9.727223444641606e-09
0.925,-0.08499853754523011,0.0,0.0735508773523391,9.731757755165925e-09
0.926,-0.08499853754523011,0.0,0.0735508773523391,9.73573984514274e-09
0.927,-0.08499853754523011,0.0,0.0735508773523391,9.739173386042978e-09
0.928,-0.08499853754523011,0.0,0.0735508773523391,9.742062045988311e-09
0.929,-0.08499853754523011,0.0,0.0735508773523391,9.744409536627484e-09
0.93,-0.08499853754523011,0.0,0.0735508773523391,9.746219618163089e-09
0.931,-0.08499853754523011,0.0,0.0735508773523391,9.747496055817875e-09
0.932,-0.08499853754523011,0.0,0.0735508773523391,9.748242658346629e-09
0.933,-0.08499853754523011,0.0,0.0735508773523391,9.748463244542799e-09
0.934,-0.08499853754523011,0.0,0.0735508773523391,9.748161681758643e-09
0.935,-0.08499853754523011,0.0,0.0735508773523391,9.747341852408555e-09
0.936,-0.08499853754523011,0.0,0.0735508773523391,9.74600764560626e-09
0.937,-0.08499853754523011,0.0,0.0735508773523391,9.744163000688583e-09
0.9380000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.741811873736968e-09
0.9390000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.738958215807733e-09
0.9400000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.735606038229714e-09
0.9410000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.73175932554433e-09
0.9420000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.727422125908151e-09
0.9430000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.722598474091484e-09
0.9440000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.717292424947753e-09
0.9450000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.711508056774337e-09
0.9460000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.705249461256531e-09
0.9470000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.698520731759635e-09
0.9480000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.691325981733722e-09
0.9490000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.683669339701747e-09
0.9500000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.675554939204348e-09
0.9510000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.66698691545968e-09
0.9520000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.657969432143396e-09
0.9530000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.648506631172989e-09
0.9540000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.638602697985577e-09
0.9550000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.628261789568231e-09
0.9560000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.617488086334602e-09
0.9570000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.606285768709094e-09
0.9580000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.594659015435283e-09
0.9590000000000001,-0.08499853754523011,0.0,0.0735508773523391,9.582612027022344e-09
0.96,-0.08499853754523011,0.0,0.0735508773523391,9.570148965476087e-09
0.961,-0.08499853754523011,0.0,0.0735508773523391,9.557274043022825e-09
0.962,-0.08499853754523011,0.0,0.0735508773523391,9.543991430038252e-09
0.963,-0.08499853754523011,0.0,0.0735508773523391,9.530305328707175e-09
0.964,-0.08499853754523011,0.0,0.0735508773523391,9.516219911077971e-09
0.965,-0.08499853754523011,0.0,0.0735508773523391,9.501739367615362e-09
0.966,-0.08499853754523011,0.0,0.0735508773523391,9.486867877063749e-09
0.967,-0.08499853754523011,0.0,0.0735508773523391,9.47160961147316e-09
0.968,-0.08499853754523011,0.0,0.0735508773523391,9.455968749589652e-09
0.969,-0.08499853754523011,0.0,0.0735508773523391,9.439949455089702e-09
0.97,-0.08499853754523011,0.0,0.0735508773523391,9.42355588495459e-09
0.971,-0.08499853754523011,0.0,0.0735508773523391,9.406792202863277e-09
0.972,-0.08499853754523011,0.0,0.0735508773523391,9.389662544031438e-09
0.973,-0.08499853754523011,0.0,0.0735508773523391,9.37217105204747e-09
0.974,-0.08499853754523011,0.0,0.0735508773523391,9.35432186380292e-09
0.975,-0.08499853754523011,0.0,0.0735508773523391,9.336119091075297e-09
0.976,-0.08499853754523011,0.0,0.0735508773523391,9.317566847317984e-09
0.977,-0.08499853754523011,0.0,0.0735508773523391,9.298669235938253e-09
0.978,-0.08499853754523011,0.0,0.0735508773523391,9.279430350297268e-09
0.979,-0.08499853754523011,0.0,0.0735508773523391,9.259854258647125e-09
0.98,-0.08499853754523011,0.0,0.0735508773523391,9.23994503258504e-09
0.981,-0.08499853754523011,0.0,0.0735508773523391,9.219706730314517e-09
0.982,-0.08499853754523011,0.0,0.0735508773523391,9.199143381580742e-09
0.983,-0.08499853754523011,0.0,0.0735508773523391,9.1782590194765e-09
0.984,-0.08499853754523011,0.0,0.0735508773523391,9.157057660349957e-09
0.985,-0.08499853754523011,0.0,0.0735508773523391,9.135543287069145e-09
0.986,-0.08499853754523011,0.0,0.0735508773523391,9.113719894220765e-09
0.987,-0.08499853754523011,0.0,0.0735508773523391,9.09159143955799e-09
0.988,-0.08499853754523011,0.0,0.0735508773523391,9.069161877485568e-09
0.989,-0.08499853754523011,0.0,0.0735508773523391,9.046435137299179e-09
0.99,-0.08499853754523011,0.0,0.0735508773523391,9.02341513322327e-09
0.991,-0.08499853754523011,0.0,0.0735508773523391,9.00010576441437e-09
0.992,-0.08499853754523011,0.0,0.0735508773523391,8.976510913291004e-09
0.993,-0.08499853754523011,0.0,0.0735508773523391,8.952634433805934e-09
